names,labels,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308
DancingScript[wght],6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,58,154,164,136,199,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,125,207,74,2,0,96,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,140,222,68,0,0,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,112,232,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,208,194,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,140,249,99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,223,208,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EncodeSansSemiCondensed-Regular,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,71,167,223,242,235,196,117,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,144,246,234,214,199,206,225,245,206,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,248,201,87,13,0,3,45,147,236,193,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,215,230,85,0,0,0,0,0,18,175,247,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,253,215,22,0,0,0,0,0,0,123,239,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,254,214,19,0,0,0,0,0,0,119,238,105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,227,226,71,0,0,0,0,0,3,157,242,61,1,0,0,0,0,0,0
Grenze-SemiBold,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,57,122,155,177,196,214,230,244,244,232,202,139,69,14,0,0,0,0,0,0,0,0,0,0,0,0,0,31,84,172,203,214,224,231,237,243,246,243,227,194,144,63,21,0,0,0,0,0,0,0,0,0,0,0,0,42,112,226,253,247,231,221,215,219,237,255,255,255,229,125,50,0,0,0,0,0,0,0,0,0,0,0,0,38,106,225,241,203,110,72,65,98,181,255,255,255,238,170,77,0,0,0,0,0,0,0,0,0,0,0,0,34,99,224,228,170,51,12,9,43,153,255,255,255,240,182,84,0,0,0,0,0,0,0,0,0,0,0,0,29,89,214,207,140,28,0,6,31,146,255,255,255,238,173,78,0,0,0,0,0,0,0,0,0,0,0,0,17,56,141,133,86,17,0,14,73,171,255,255,255,230,131,53,0,0,0,0,0,0
"Tourney-Italic[wdth,wght]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,96,96,96,96,96,96,96,108,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,63,0,0,0,0,0,0,0,4,129,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97,39,0,0,0,0,0,0,0,0,0,23,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,17,0,0,1,4,4,4,3,0,0,0,0,87,21,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,23,109,92,92,93,147,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,0,0,102,0,0,0,92,18,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,43,56,0,0,96,0,0,59,51,0,8,2,0,0,96,0,0,0,0,0
Kanit-Italic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,83,122,162,201,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,239,242,245,248,251,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,252,255,255,255,255,223,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,157,120,157,255,255,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,21,148,255,255,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,255,255,75,0,0,0,0,0,0,0,0,0,0
Kanit-BlackItalic,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,186,252,255,255,255,255,255,255,255,255,255,255,247,156,0,0,0,0,0,0,0,0,0,0,0,0,0,48,206,255,255,255,255,255,255,255,255,255,255,255,241,85,0,0,0,0,0,0,0,0,0,0,0,0,0,98,222,255,255,255,255,255,255,255,255,255,255,254,229,19,0,0,0,0,0,0,0,0,0,0,0,0,0,149,237,255,255,255,255,255,255,255,255,255,255,246,176,2,0,0,0,0,0,0,0,0,0,0,0,0,7,193,251,255,255,255,255,255,255,255,255,255,255,236,109,0,0,0,0,0,0,0,0,0,0,0,0,0,47,215,255,255,255,255,231,143,70,70,70,70,70,64,26,0,0,0,0,0
Kodchasan-SemiBold,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,167,244,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,255,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,253,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,243,255,253,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,224,255,254,120,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,197,255,255,124,40,255,255,255,0,0,0,0,0,0,0,0,0
Hanuman-Regular,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,194,255,255,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,172,255,255,255,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,255,255,255,255,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,255,241,160,255,255,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,254,251,70,116,255,255,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,250,255,103,0,116,255,255,44,0,0,0,0,0,0,0,0,0
Montserrat-Black,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,255,255,255,255,255,255,255,255,255,255,255,255,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,255,255,255,255,255,255,255,255,255,255,255,255,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,255,255,255,255,255,255,255,255,255,255,255,255,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,255,255,255,255,255,255,255,255,255,255,255,255,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,255,255,255,255,255,255,255,255,255,255,255,255,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,255,255,255,255,235,12,12,12,12,12,12,12,6,0,0,0,0,0,0
AlegreyaSansSC-Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,69,121,173,177,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,61,93,121,147,171,194,218,200,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,139,190,229,247,255,255,255,219,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,217,251,253,254,255,255,255,217,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,214,227,195,167,188,255,255,216,168,0,0,0,0,0,0,0,0,0,0
SairaExtraCondensed-SemiBold,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,187,222,241,250,231,173,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,255,255,255,255,255,255,246,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,141,111,99,117,212,255,255,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,255,255,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,255,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,255,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249,255,212,0,0,0,0,0,0,0,0,0,0
JollyLodger-Regular,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,166,240,206,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,159,255,255,219,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,232,255,255,216,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,154,255,255,255,209,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,226,251,251,255,201,27,0,0,0,0,0,0,0,0,0,0
SpectralSC-SemiBoldItalic,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,227,255,255,255,255,255,255,255,255,255,255,236,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,235,255,255,255,255,255,255,255,255,255,247,189,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,243,255,255,255,255,255,255,255,255,254,220,59,1,0,0,0,0,0
Barlow-Regular,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,166,223,245,240,205,134,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,152,228,247,228,205,211,237,245,208,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,228,224,119,44,25,27,68,168,250,207,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,207,251,118,28,3,0,0,8,67,203,236,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,228,235,68,3,0,0,0,0,34,153,241,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,231,220,57,0,0,0,0,0,9,42,75,42,0,0,0,0,0,0,0
Michroma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,92,168,215,241,250,255,255,255,255,250,241,215,168,93,24,2,0,0,0,0,0,0,0,0,0,1,60,198,247,187,154,141,137,135,135,135,135,137,141,154,186,247,199,60,1,0,0,0,0,0,0,0,0,16,170,253,96,24,9,3,1,0,0,0,0,1,3,9,24,96,253,170,16,0,0,0,0,0,0,0,0,34,235,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,235,33,0,0,0,0,0,0,0,0,57,255,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,255,56,0,0,0,0
HindSiliguri-Bold,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,98,178,226,247,242,217,161,75,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,173,231,243,251,254,253,249,241,222,148,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,178,241,255,255,255,255,255,255,255,253,233,157,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,156,235,255,255,241,193,126,121,180,236,255,254,225,131,1,0,0,0,0,0,0,0,0,0,0,0,0,44,209,252,255,251,196,77,25,22,63,178,243,255,249,201,41,0,0,0,0,0,0,0,0,0,0,0,0,86,223,255,255,239,153,5,0,0,0,110,213,255,255,227,108,0,0,0,0,0,0
BigShouldersStencilText-Bold,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,115,115,115,115,115,115,115,115,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,201,201,201,201,201,201,201,201,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,53,53,53,53,55,80,89,80,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,168,194,123,9,0,0,0,0,0,0,0,0,0
CormorantInfant-SemiBold,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,145,120,120,120,120,120,120,120,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,255,255,255,255,255,255,255,255,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,255,255,255,255,255,255,255,255,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,189,66,31,17,9,5,2,1,194,71,0,0,0,0,0,0,0,0,0
Sarpanch-Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,144,226,251,255,255,255,255,255,255,255,255,255,255,255,255,254,241,185,47,0,0,0,0,0,0,0,0,72,216,251,254,255,255,255,255,255,255,255,255,255,255,255,255,255,253,234,155,0,0,0,0,0,0,0,0,107,233,255,255,255,255,255,244,188,66,64,128,226,255,255,255,255,255,246,198,0,0,0,0,0,0,0,0,115,234,255,255,255,255,255,237,155,1,0,72,212,255,255,255,255,255,248,207,0,0,0,0,0,0,0,0,116,234,255,255,255,255,255,235,150,0,0,65,210,255,255,255,255,255,248,208,0,0,0,0,0,0,0,0,116,234,255,255,255,255,255,235,150,0,0,65,210,255,255,255,255,255,248,208,0,0,0,0,0,0,0,0,116,234,255,255,255,255,255,235,149,0,0,64,210,255,255,255,255,255,248,208,0,0,0,0
"NotoSerifDisplay-Italic[wdth,wght]",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,251,255,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,86,255,255,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,54,113,255,255,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,72,0,175,255,243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,84,0,0,235,255,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,2,0,41,255,255,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11,0,0,101,255,255,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,24,0,0,0,159,255,255,28,0,0,0,0,0,0,0,0,0
Taviraj-ExtraBold,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,120,188,230,247,249,234,197,134,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,244,255,255,255,250,228,248,255,255,252,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,255,255,255,243,87,3,0,1,73,225,255,255,136,0,0,0,0,0,0,0,0,0,0,0,0,0,5,237,255,255,255,114,0,0,0,0,0,59,255,255,246,10,0,0,0,0,0,0,0,0,0,0,0,0,54,255,255,255,255,82,0,0,0,0,0,2,247,255,255,38,0,0,0,0,0,0,0,0,0,0,0,0,67,255,255,255,255,170,0,0,0,0,0,15,254,255,255,15,0,0,0,0,0,0,0,0,0,0,0,0,36,255,255,255,255,255,164,20,0,0,0,129,255,255,186,0,0,0,0,0,0,0
